place,wd,hour,mean_count
Hoher Weg Hildesheim,Fr,22,196.6
Hoher Weg Hildesheim,Fr,23,117.6
Hoher Weg Hildesheim,Sa,0,82.8
Hoher Weg Hildesheim,Sa,1,62.6
Hoher Weg Hildesheim,Sa,2,56
Hoher Weg Hildesheim,Sa,3,42.8
Hoher Weg Hildesheim,Sa,4,29.2
Hoher Weg Hildesheim,Sa,5,23.8
Hoher Weg Hildesheim,Sa,6,25
Hoher Weg Hildesheim,Sa,7,41.6
Hoher Weg Hildesheim,Sa,8,118.6
Hoher Weg Hildesheim,Sa,9,433.4
Hoher Weg Hildesheim,Sa,10,990.8
Hoher Weg Hildesheim,Sa,11,1489.6
Hoher Weg Hildesheim,Sa,12,1855.4
Hoher Weg Hildesheim,Sa,13,1824.6
Hoher Weg Hildesheim,Sa,14,1809.8
Hoher Weg Hildesheim,Sa,15,1717.4
Hoher Weg Hildesheim,Sa,16,1511.4
Hoher Weg Hildesheim,Sa,17,1258.8
Hoher Weg Hildesheim,Sa,18,795.4
Hoher Weg Hildesheim,Sa,19,599
Hoher Weg Hildesheim,Sa,20,372.8
Hoher Weg Hildesheim,Sa,21,289.8
Hoher Weg Hildesheim,Sa,22,184.6
Hoher Weg Hildesheim,Sa,23,135.2
Holm Flensburg,So,0,145
Holm Flensburg,So,1,164.5
Holm Flensburg,So,2,107
Holm Flensburg,So,3,103
Holm Flensburg,So,4,71.5
Holm Flensburg,So,5,79
Holm Flensburg,So,6,67
Holm Flensburg,So,7,37.5
Holm Flensburg,So,8,93.5
Holm Flensburg,So,9,147.5
Holm Flensburg,So,10,187.5
Holm Flensburg,So,11,216
Holm Flensburg,So,12,253.5
Holm Flensburg,So,13,332
Holm Flensburg,So,14,248.5
Holm Flensburg,So,15,291
Holm Flensburg,So,16,262.5
Holm Flensburg,So,17,285.5
Holm Flensburg,So,18,191.5
Holm Flensburg,So,19,169
Holm Flensburg,So,20,116.5
Holm Flensburg,So,21,97
Holm Flensburg,So,22,65.5
Holm Flensburg,So,23,41
Holm Flensburg,Mo,0,17
Holm Flensburg,Mo,1,13.5
Holm Flensburg,Mo,2,9
Holm Flensburg,Mo,3,7
Holm Flensburg,Mo,4,12.5
Holm Flensburg,Mo,5,49.5
Holm Flensburg,Mo,6,114.5
Holm Flensburg,Mo,7,417
Holm Flensburg,Mo,8,590.5
Holm Flensburg,Mo,9,1157
Holm Flensburg,Mo,10,1666
Holm Flensburg,Mo,11,2148.5
Holm Flensburg,Mo,12,2336
Holm Flensburg,Mo,13,2723
Holm Flensburg,Mo,14,2379
Holm Flensburg,Mo,15,2264
Holm Flensburg,Mo,16,2103.5
Holm Flensburg,Mo,17,1613
Holm Flensburg,Mo,18,925.5
Holm Flensburg,Mo,19,536.5
Holm Flensburg,Mo,20,243.5
Holm Flensburg,Mo,21,131.5
Holm Flensburg,Mo,22,87.5
Holm Flensburg,Mo,23,44
Holm Flensburg,Di,0,21.333333333333332
Holm Flensburg,Di,1,20
Holm Flensburg,Di,2,11.333333333333334
Holm Flensburg,Di,3,12.333333333333334
Holm Flensburg,Di,4,18.333333333333332
Holm Flensburg,Di,5,46.333333333333336
Holm Flensburg,Di,6,120
Holm Flensburg,Di,7,393
Holm Flensburg,Di,8,514.6666666666666
Holm Flensburg,Di,9,866.3333333333334
Holm Flensburg,Di,10,1239
Holm Flensburg,Di,11,1650
Holm Flensburg,Di,12,2031
Holm Flensburg,Di,13,2196.3333333333335
Holm Flensburg,Di,14,2042.6666666666667
Holm Flensburg,Di,15,2033.6666666666667
Holm Flensburg,Di,16,1899.6666666666667
Holm Flensburg,Di,17,1688.3333333333333
Holm Flensburg,Di,18,1066
Holm Flensburg,Di,19,524.6666666666666
Holm Flensburg,Di,20,273
Holm Flensburg,Di,21,140.33333333333334
Holm Flensburg,Di,22,103.66666666666667
Holm Flensburg,Di,23,45.333333333333336
Holm Flensburg,Mi,0,18.666666666666668
Holm Flensburg,Mi,1,13
Holm Flensburg,Mi,2,10.666666666666666
Holm Flensburg,Mi,3,10.666666666666666
Holm Flensburg,Mi,4,12.666666666666666
Holm Flensburg,Mi,5,53.666666666666664
Holm Flensburg,Mi,6,143.33333333333334
Holm Flensburg,Mi,7,415.6666666666667
Holm Flensburg,Mi,8,660.6666666666666
Holm Flensburg,Mi,9,1182
Holm Flensburg,Mi,10,1906
Holm Flensburg,Mi,11,2265.3333333333335
Holm Flensburg,Mi,12,2561.3333333333335
Holm Flensburg,Mi,13,2707
Holm Flensburg,Mi,14,2337.6666666666665
Holm Flensburg,Mi,15,2277
Holm Flensburg,Mi,16,2205.3333333333335
Holm Flensburg,Mi,17,1885
Holm Flensburg,Mi,18,1096
Holm Flensburg,Mi,19,571.3333333333334
Holm Flensburg,Mi,20,293.6666666666667
Holm Flensburg,Mi,21,184.33333333333334
Holm Flensburg,Mi,22,135
Holm Flensburg,Mi,23,58.333333333333336
Holm Flensburg,Do,0,36.333333333333336
Holm Flensburg,Do,1,31.666666666666668
Holm Flensburg,Do,2,14.666666666666666
Holm Flensburg,Do,3,12
Holm Flensburg,Do,4,18
Holm Flensburg,Do,5,50.333333333333336
Holm Flensburg,Do,6,130
Holm Flensburg,Do,7,405
Holm Flensburg,Do,8,594.6666666666666
Holm Flensburg,Do,9,950.6666666666666
Holm Flensburg,Do,10,1357.6666666666667
Holm Flensburg,Do,11,1928
Holm Flensburg,Do,12,2469
Holm Flensburg,Do,13,2742
Holm Flensburg,Do,14,2371
Holm Flensburg,Do,15,2391
Holm Flensburg,Do,16,2224.6666666666665
Holm Flensburg,Do,17,1855.6666666666667
Holm Flensburg,Do,18,1165.3333333333333
Holm Flensburg,Do,19,552.6666666666666
Holm Flensburg,Do,20,273.6666666666667
Holm Flensburg,Do,21,158.33333333333334
Holm Flensburg,Do,22,129.66666666666666
Holm Flensburg,Do,23,50.333333333333336
Holm Flensburg,Fr,0,37
Holm Flensburg,Fr,1,23.666666666666668
Holm Flensburg,Fr,2,21.666666666666668
Holm Flensburg,Fr,3,15
Holm Flensburg,Fr,4,19.666666666666668
Holm Flensburg,Fr,5,62.666666666666664
Holm Flensburg,Fr,6,143.33333333333334
Holm Flensburg,Fr,7,377.3333333333333
Holm Flensburg,Fr,8,630.3333333333334
Holm Flensburg,Fr,9,1245.3333333333333
Holm Flensburg,Fr,10,2034
Holm Flensburg,Fr,11,2633
Holm Flensburg,Fr,12,2772.6666666666665
Holm Flensburg,Fr,13,3327.3333333333335
Holm Flensburg,Fr,14,3059.3333333333335
Holm Flensburg,Fr,15,2910.3333333333335
Holm Flensburg,Fr,16,2918.3333333333335
Holm Flensburg,Fr,17,2469.6666666666665
Holm Flensburg,Fr,18,1642.6666666666667
Holm Flensburg,Fr,19,995
Holm Flensburg,Fr,20,429
Holm Flensburg,Fr,21,312.3333333333333
Holm Flensburg,Fr,22,275.6666666666667
Holm Flensburg,Fr,23,172
Holm Flensburg,Sa,0,124.66666666666667
Holm Flensburg,Sa,1,95.33333333333333
Holm Flensburg,Sa,2,91.33333333333333
Holm Flensburg,Sa,3,79.66666666666667
Holm Flensburg,Sa,4,61.333333333333336
Holm Flensburg,Sa,5,59.333333333333336
Holm Flensburg,Sa,6,50
Holm Flensburg,Sa,7,84.66666666666667
Holm Flensburg,Sa,8,313
Holm Flensburg,Sa,9,737.3333333333334
Holm Flensburg,Sa,10,1428
Holm Flensburg,Sa,11,2617.6666666666665
Holm Flensburg,Sa,12,3382
Holm Flensburg,Sa,13,3857.3333333333335
Holm Flensburg,Sa,14,3771.3333333333335
Holm Flensburg,Sa,15,3662
Holm Flensburg,Sa,16,3356.3333333333335
Holm Flensburg,Sa,17,2557.3333333333335
Holm Flensburg,Sa,18,1460.3333333333333
Holm Flensburg,Sa,19,802
Holm Flensburg,Sa,20,459.3333333333333
Holm Flensburg,Sa,21,295.6666666666667
Holm Flensburg,Sa,22,311.3333333333333
Holm Flensburg,Sa,23,177.66666666666666
Hutfiltern Braunschweig,So,0,170.125
Hutfiltern Braunschweig,So,1,110.5
Hutfiltern Braunschweig,So,2,72.375
Hutfiltern Braunschweig,So,3,49
Hutfiltern Braunschweig,So,4,52
Hutfiltern Braunschweig,So,5,37.5
Hutfiltern Braunschweig,So,6,37.625
Hutfiltern Braunschweig,So,7,39.625
Hutfiltern Braunschweig,So,8,42.875
Hutfiltern Braunschweig,So,9,73.75
Hutfiltern Braunschweig,So,10,140.875
Hutfiltern Braunschweig,So,11,246.875
Hutfiltern Braunschweig,So,12,314.25
Hutfiltern Braunschweig,So,13,421.5
Hutfiltern Braunschweig,So,14,491.25
Hutfiltern Braunschweig,So,15,519.125
Hutfiltern Braunschweig,So,16,525.25
Hutfiltern Braunschweig,So,17,395.375
Hutfiltern Braunschweig,So,18,262.375
Hutfiltern Braunschweig,So,19,196.75
Hutfiltern Braunschweig,So,20,134
Hutfiltern Braunschweig,So,21,96.75
Hutfiltern Braunschweig,So,22,64.625
Hutfiltern Braunschweig,So,23,28.625
Hutfiltern Braunschweig,Mo,0,13.25
Hutfiltern Braunschweig,Mo,1,9.625
Hutfiltern Braunschweig,Mo,2,8.5
Hutfiltern Braunschweig,Mo,3,7
Hutfiltern Braunschweig,Mo,4,16.875
Hutfiltern Braunschweig,Mo,5,64.375
Hutfiltern Braunschweig,Mo,6,132
Hutfiltern Braunschweig,Mo,7,306.375
Hutfiltern Braunschweig,Mo,8,345.125
Hutfiltern Braunschweig,Mo,9,504
Hutfiltern Braunschweig,Mo,10,1714.75
Hutfiltern Braunschweig,Mo,11,1423.625
Hutfiltern Braunschweig,Mo,12,1592.875
Hutfiltern Braunschweig,Mo,13,1660
Hutfiltern Braunschweig,Mo,14,1496.75
Hutfiltern Braunschweig,Mo,15,1537.5
Hutfiltern Braunschweig,Mo,16,1612.75
Hutfiltern Braunschweig,Mo,17,1483.375
Hutfiltern Braunschweig,Mo,18,1046.25
Hutfiltern Braunschweig,Mo,19,581.625
Hutfiltern Braunschweig,Mo,20,226.5
Hutfiltern Braunschweig,Mo,21,135.625
Hutfiltern Braunschweig,Mo,22,94.75
Hutfiltern Braunschweig,Mo,23,43.75
Hutfiltern Braunschweig,Di,0,19.75
Hutfiltern Braunschweig,Di,1,13.625
Hutfiltern Braunschweig,Di,2,9.75
Hutfiltern Braunschweig,Di,3,10.5
Hutfiltern Braunschweig,Di,4,21.375
Hutfiltern Braunschweig,Di,5,60
Hutfiltern Braunschweig,Di,6,227.125
Hutfiltern Braunschweig,Di,7,355.625
Hutfiltern Braunschweig,Di,8,370.125
Hutfiltern Braunschweig,Di,9,707.75
Hutfiltern Braunschweig,Di,10,1478.25
Hutfiltern Braunschweig,Di,11,1388.25
Hutfiltern Braunschweig,Di,12,1496.125
Hutfiltern Braunschweig,Di,13,1560.75
Hutfiltern Braunschweig,Di,14,1319
Hutfiltern Braunschweig,Di,15,1371.25
Hutfiltern Braunschweig,Di,16,1437.125
Hutfiltern Braunschweig,Di,17,1419
Hutfiltern Braunschweig,Di,18,1089
Hutfiltern Braunschweig,Di,19,612.75
Hutfiltern Braunschweig,Di,20,258.375
Hutfiltern Braunschweig,Di,21,175.5
Hutfiltern Braunschweig,Di,22,106.125
Hutfiltern Braunschweig,Di,23,63.5
Hutfiltern Braunschweig,Mi,0,21
Hutfiltern Braunschweig,Mi,1,45
Hutfiltern Braunschweig,Mi,2,37.333333333333336
Hutfiltern Braunschweig,Mi,3,26.22222222222222
Hutfiltern Braunschweig,Mi,4,28.77777777777778
Hutfiltern Braunschweig,Mi,5,147.66666666666666
Hutfiltern Braunschweig,Mi,6,727.1111111111111
Hutfiltern Braunschweig,Mi,7,932.5555555555555
Hutfiltern Braunschweig,Mi,8,1026.888888888889
Hutfiltern Braunschweig,Mi,9,1812.5555555555557
Hutfiltern Braunschweig,Mi,10,1358
Hutfiltern Braunschweig,Mi,11,1385.6666666666667
Hutfiltern Braunschweig,Mi,12,1346.2222222222222
Hutfiltern Braunschweig,Mi,13,1387.4444444444443
Hutfiltern Braunschweig,Mi,14,1184.4444444444443
Hutfiltern Braunschweig,Mi,15,1241.888888888889
Hutfiltern Braunschweig,Mi,16,1294.6666666666667
Hutfiltern Braunschweig,Mi,17,1227.7777777777778
Hutfiltern Braunschweig,Mi,18,961.6666666666666
Hutfiltern Braunschweig,Mi,19,571
Hutfiltern Braunschweig,Mi,20,235.77777777777777
Hutfiltern Braunschweig,Mi,21,152.11111111111111
Hutfiltern Braunschweig,Mi,22,104.77777777777777
Hutfiltern Braunschweig,Mi,23,51.888888888888886
Hutfiltern Braunschweig,Do,0,22.11111111111111
Hutfiltern Braunschweig,Do,1,15
Hutfiltern Braunschweig,Do,2,6.555555555555555
Hutfiltern Braunschweig,Do,3,7.222222222222222
Hutfiltern Braunschweig,Do,4,20.11111111111111
Hutfiltern Braunschweig,Do,5,65.11111111111111
Hutfiltern Braunschweig,Do,6,143.88888888888889
Hutfiltern Braunschweig,Do,7,944.4444444444445
Hutfiltern Braunschweig,Do,8,369.3333333333333
Hutfiltern Braunschweig,Do,9,501.8888888888889
Hutfiltern Braunschweig,Do,10,1002.4444444444445
Hutfiltern Braunschweig,Do,11,1396.111111111111
Hutfiltern Braunschweig,Do,12,1715.111111111111
Hutfiltern Braunschweig,Do,13,1803.4444444444443
Hutfiltern Braunschweig,Do,14,1470.2222222222222
Hutfiltern Braunschweig,Do,15,1595
Hutfiltern Braunschweig,Do,16,1680.6666666666667
Hutfiltern Braunschweig,Do,17,1557.2222222222222
Hutfiltern Braunschweig,Do,18,1209.888888888889
Hutfiltern Braunschweig,Do,19,729.8888888888889
Hutfiltern Braunschweig,Do,20,304.77777777777777
Hutfiltern Braunschweig,Do,21,173.11111111111111
Hutfiltern Braunschweig,Do,22,127
Hutfiltern Braunschweig,Do,23,68.44444444444444
Hutfiltern Braunschweig,Fr,0,45.888888888888886
Hutfiltern Braunschweig,Fr,1,26.77777777777778
Hutfiltern Braunschweig,Fr,2,16.77777777777778
Hutfiltern Braunschweig,Fr,3,14
Hutfiltern Braunschweig,Fr,4,19
Hutfiltern Braunschweig,Fr,5,62.666666666666664
Hutfiltern Braunschweig,Fr,6,169.66666666666666
Hutfiltern Braunschweig,Fr,7,324.55555555555554
Hutfiltern Braunschweig,Fr,8,357.3333333333333
Hutfiltern Braunschweig,Fr,9,525.8888888888889
Hutfiltern Braunschweig,Fr,10,1088.6666666666667
Hutfiltern Braunschweig,Fr,11,1487.3333333333333
Hutfiltern Braunschweig,Fr,12,1672.2222222222222
Hutfiltern Braunschweig,Fr,13,1957.5555555555557
Hutfiltern Braunschweig,Fr,14,1818.111111111111
Hutfiltern Braunschweig,Fr,15,1982.5555555555557
Hutfiltern Braunschweig,Fr,16,2128
Hutfiltern Braunschweig,Fr,17,2002.5555555555557
Hutfiltern Braunschweig,Fr,18,1557.7777777777778
Hutfiltern Braunschweig,Fr,19,965.3333333333334
Hutfiltern Braunschweig,Fr,20,391.3333333333333
Hutfiltern Braunschweig,Fr,21,260.1111111111111
Hutfiltern Braunschweig,Fr,22,232.44444444444446
Hutfiltern Braunschweig,Fr,23,173.88888888888889
Hutfiltern Braunschweig,Sa,0,113.55555555555556
Hutfiltern Braunschweig,Sa,1,74.22222222222223
Hutfiltern Braunschweig,Sa,2,54
Hutfiltern Braunschweig,Sa,3,37
Hutfiltern Braunschweig,Sa,4,34.22222222222222
Hutfiltern Braunschweig,Sa,5,44.55555555555556
Hutfiltern Braunschweig,Sa,6,54.888888888888886
Hutfiltern Braunschweig,Sa,7,71.22222222222223
Hutfiltern Braunschweig,Sa,8,147.55555555555554
Hutfiltern Braunschweig,Sa,9,456.22222222222223
Hutfiltern Braunschweig,Sa,10,1372.111111111111
Hutfiltern Braunschweig,Sa,11,2596.777777777778
Hutfiltern Braunschweig,Sa,12,3215.6666666666665
Hutfiltern Braunschweig,Sa,13,3544.4444444444443
Hutfiltern Braunschweig,Sa,14,3689.4444444444443
Hutfiltern Braunschweig,Sa,15,3729.3333333333335
Hutfiltern Braunschweig,Sa,16,3567.222222222222
Hutfiltern Braunschweig,Sa,17,2986.4444444444443
Hutfiltern Braunschweig,Sa,18,1976.7777777777778
Hutfiltern Braunschweig,Sa,19,1161.6666666666667
Hutfiltern Braunschweig,Sa,20,430
Hutfiltern Braunschweig,Sa,21,294.22222222222223
Hutfiltern Braunschweig,Sa,22,231.22222222222223
Hutfiltern Braunschweig,Sa,23,191.66666666666666
Johannisstraße (Nord) Osnabrück,So,0,257.375
Johannisstraße (Nord) Osnabrück,So,1,224.875
Johannisstraße (Nord) Osnabrück,So,2,150.5
Johannisstraße (Nord) Osnabrück,So,3,144.125
Johannisstraße (Nord) Osnabrück,So,4,91.375
Johannisstraße (Nord) Osnabrück,So,5,65.875
Johannisstraße (Nord) Osnabrück,So,6,50.25
Johannisstraße (Nord) Osnabrück,So,7,45.125
Johannisstraße (Nord) Osnabrück,So,8,68.125
Johannisstraße (Nord) Osnabrück,So,9,126.25
Johannisstraße (Nord) Osnabrück,So,10,184.125
Johannisstraße (Nord) Osnabrück,So,11,205.25
Johannisstraße (Nord) Osnabrück,So,12,218.875
Johannisstraße (Nord) Osnabrück,So,13,314.25
Johannisstraße (Nord) Osnabrück,So,14,384.75
Johannisstraße (Nord) Osnabrück,So,15,418.25
Johannisstraße (Nord) Osnabrück,So,16,461.25
Johannisstraße (Nord) Osnabrück,So,17,441.25
Johannisstraße (Nord) Osnabrück,So,18,388.75
Johannisstraße (Nord) Osnabrück,So,19,331.625
Johannisstraße (Nord) Osnabrück,So,20,250.75
Johannisstraße (Nord) Osnabrück,So,21,181.125
Johannisstraße (Nord) Osnabrück,So,22,130.625
Johannisstraße (Nord) Osnabrück,So,23,87.75
Johannisstraße (Nord) Osnabrück,Mo,0,35.25
Johannisstraße (Nord) Osnabrück,Mo,1,23.625
Johannisstraße (Nord) Osnabrück,Mo,2,14.125
Johannisstraße (Nord) Osnabrück,Mo,3,8.875
Johannisstraße (Nord) Osnabrück,Mo,4,15.875
Johannisstraße (Nord) Osnabrück,Mo,5,110.5
Johannisstraße (Nord) Osnabrück,Mo,6,207.375
Johannisstraße (Nord) Osnabrück,Mo,7,428.625
Johannisstraße (Nord) Osnabrück,Mo,8,381.5
Johannisstraße (Nord) Osnabrück,Mo,9,579.375
Johannisstraße (Nord) Osnabrück,Mo,10,736.25
Johannisstraße (Nord) Osnabrück,Mo,11,893.625
Johannisstraße (Nord) Osnabrück,Mo,12,1084
Johannisstraße (Nord) Osnabrück,Mo,13,1181.125
Johannisstraße (Nord) Osnabrück,Mo,14,1080
Johannisstraße (Nord) Osnabrück,Mo,15,1160.25
Johannisstraße (Nord) Osnabrück,Mo,16,1180.75
Johannisstraße (Nord) Osnabrück,Mo,17,1126.25
Johannisstraße (Nord) Osnabrück,Mo,18,831.875
Johannisstraße (Nord) Osnabrück,Mo,19,589.875
Johannisstraße (Nord) Osnabrück,Mo,20,370
Johannisstraße (Nord) Osnabrück,Mo,21,232.75
Johannisstraße (Nord) Osnabrück,Mo,22,182.125
Johannisstraße (Nord) Osnabrück,Mo,23,126.875
Johannisstraße (Nord) Osnabrück,Di,0,42.375
Johannisstraße (Nord) Osnabrück,Di,1,27.375
Johannisstraße (Nord) Osnabrück,Di,2,15
Johannisstraße (Nord) Osnabrück,Di,3,12.625
Johannisstraße (Nord) Osnabrück,Di,4,22.25
Johannisstraße (Nord) Osnabrück,Di,5,86.625
Johannisstraße (Nord) Osnabrück,Di,6,218.5
Johannisstraße (Nord) Osnabrück,Di,7,485.375
Johannisstraße (Nord) Osnabrück,Di,8,404
Johannisstraße (Nord) Osnabrück,Di,9,587.25
Johannisstraße (Nord) Osnabrück,Di,10,692.375
Johannisstraße (Nord) Osnabrück,Di,11,866.25
Johannisstraße (Nord) Osnabrück,Di,12,1074.5
Johannisstraße (Nord) Osnabrück,Di,13,1143.25
Johannisstraße (Nord) Osnabrück,Di,14,1065.125
Johannisstraße (Nord) Osnabrück,Di,15,1125.875
Johannisstraße (Nord) Osnabrück,Di,16,1097.375
Johannisstraße (Nord) Osnabrück,Di,17,1050.25
Johannisstraße (Nord) Osnabrück,Di,18,811.75
Johannisstraße (Nord) Osnabrück,Di,19,571.875
Johannisstraße (Nord) Osnabrück,Di,20,351.25
Johannisstraße (Nord) Osnabrück,Di,21,234.375
Johannisstraße (Nord) Osnabrück,Di,22,172.5
Johannisstraße (Nord) Osnabrück,Di,23,130.125
Johannisstraße (Nord) Osnabrück,Mi,0,39.55555555555556
Johannisstraße (Nord) Osnabrück,Mi,1,90
Johannisstraße (Nord) Osnabrück,Mi,2,57.22222222222222
Johannisstraße (Nord) Osnabrück,Mi,3,45.77777777777778
Johannisstraße (Nord) Osnabrück,Mi,4,39.666666666666664
Johannisstraße (Nord) Osnabrück,Mi,5,89.33333333333333
Johannisstraße (Nord) Osnabrück,Mi,6,189.66666666666666
Johannisstraße (Nord) Osnabrück,Mi,7,421.8888888888889
Johannisstraße (Nord) Osnabrück,Mi,8,378.6666666666667
Johannisstraße (Nord) Osnabrück,Mi,9,542.5555555555555
Johannisstraße (Nord) Osnabrück,Mi,10,663.7777777777778
Johannisstraße (Nord) Osnabrück,Mi,11,819.7777777777778
Johannisstraße (Nord) Osnabrück,Mi,12,989.1111111111111
Johannisstraße (Nord) Osnabrück,Mi,13,1063.4444444444443
Johannisstraße (Nord) Osnabrück,Mi,14,983.8888888888889
Johannisstraße (Nord) Osnabrück,Mi,15,1031.888888888889
Johannisstraße (Nord) Osnabrück,Mi,16,1034.6666666666667
Johannisstraße (Nord) Osnabrück,Mi,17,975.5555555555555
Johannisstraße (Nord) Osnabrück,Mi,18,774.4444444444445
Johannisstraße (Nord) Osnabrück,Mi,19,537.5555555555555
Johannisstraße (Nord) Osnabrück,Mi,20,352.77777777777777
Johannisstraße (Nord) Osnabrück,Mi,21,220.55555555555554
Johannisstraße (Nord) Osnabrück,Mi,22,161.44444444444446
Johannisstraße (Nord) Osnabrück,Mi,23,145.11111111111111
Johannisstraße (Nord) Osnabrück,Do,0,45.77777777777778
Johannisstraße (Nord) Osnabrück,Do,1,24.333333333333332
Johannisstraße (Nord) Osnabrück,Do,2,21
Johannisstraße (Nord) Osnabrück,Do,3,13.666666666666666
Johannisstraße (Nord) Osnabrück,Do,4,16.333333333333332
Johannisstraße (Nord) Osnabrück,Do,5,96.88888888888889
Johannisstraße (Nord) Osnabrück,Do,6,187.55555555555554
Johannisstraße (Nord) Osnabrück,Do,7,475.1111111111111
Johannisstraße (Nord) Osnabrück,Do,8,392
Johannisstraße (Nord) Osnabrück,Do,9,552.3333333333334
Johannisstraße (Nord) Osnabrück,Do,10,687.3333333333334
Johannisstraße (Nord) Osnabrück,Do,11,857.3333333333334
Johannisstraße (Nord) Osnabrück,Do,12,1019.1111111111111
Johannisstraße (Nord) Osnabrück,Do,13,1228.3333333333333
Johannisstraße (Nord) Osnabrück,Do,14,1087.5555555555557
Johannisstraße (Nord) Osnabrück,Do,15,1159.6666666666667
Johannisstraße (Nord) Osnabrück,Do,16,1219.5555555555557
Johannisstraße (Nord) Osnabrück,Do,17,1148.5555555555557
Johannisstraße (Nord) Osnabrück,Do,18,884
Johannisstraße (Nord) Osnabrück,Do,19,605.2222222222222
Johannisstraße (Nord) Osnabrück,Do,20,372.22222222222223
Johannisstraße (Nord) Osnabrück,Do,21,229.22222222222223
Johannisstraße (Nord) Osnabrück,Do,22,193.33333333333334
Johannisstraße (Nord) Osnabrück,Do,23,154.55555555555554
Johannisstraße (Nord) Osnabrück,Fr,0,63.888888888888886
Johannisstraße (Nord) Osnabrück,Fr,1,36
Johannisstraße (Nord) Osnabrück,Fr,2,29.11111111111111
Johannisstraße (Nord) Osnabrück,Fr,3,19.22222222222222
Johannisstraße (Nord) Osnabrück,Fr,4,35.111111111111114
Johannisstraße (Nord) Osnabrück,Fr,5,94.77777777777777
Johannisstraße (Nord) Osnabrück,Fr,6,184.44444444444446
Johannisstraße (Nord) Osnabrück,Fr,7,441.77777777777777
Johannisstraße (Nord) Osnabrück,Fr,8,372.6666666666667
Johannisstraße (Nord) Osnabrück,Fr,9,556.2222222222222
Johannisstraße (Nord) Osnabrück,Fr,10,794.4444444444445
Johannisstraße (Nord) Osnabrück,Fr,11,889.4444444444445
Johannisstraße (Nord) Osnabrück,Fr,12,1083.6666666666667
Johannisstraße (Nord) Osnabrück,Fr,13,1219.4444444444443
Johannisstraße (Nord) Osnabrück,Fr,14,1227.2222222222222
Johannisstraße (Nord) Osnabrück,Fr,15,1177.888888888889
Johannisstraße (Nord) Osnabrück,Fr,16,1188.4444444444443
Johannisstraße (Nord) Osnabrück,Fr,17,1057.5555555555557
Johannisstraße (Nord) Osnabrück,Fr,18,986.4444444444445
Johannisstraße (Nord) Osnabrück,Fr,19,743
Johannisstraße (Nord) Osnabrück,Fr,20,524.7777777777778
Johannisstraße (Nord) Osnabrück,Fr,21,406.22222222222223
Johannisstraße (Nord) Osnabrück,Fr,22,323.55555555555554
Johannisstraße (Nord) Osnabrück,Fr,23,329.3333333333333
Johannisstraße (Nord) Osnabrück,Sa,0,200.55555555555554
Johannisstraße (Nord) Osnabrück,Sa,1,145.77777777777777
Johannisstraße (Nord) Osnabrück,Sa,2,123.55555555555556
Johannisstraße (Nord) Osnabrück,Sa,3,92
Johannisstraße (Nord) Osnabrück,Sa,4,71.77777777777777
Johannisstraße (Nord) Osnabrück,Sa,5,94.55555555555556
Johannisstraße (Nord) Osnabrück,Sa,6,73.33333333333333
Johannisstraße (Nord) Osnabrück,Sa,7,92.44444444444444
Johannisstraße (Nord) Osnabrück,Sa,8,183.88888888888889
Johannisstraße (Nord) Osnabrück,Sa,9,343.1111111111111
Johannisstraße (Nord) Osnabrück,Sa,10,628.5555555555555
Johannisstraße (Nord) Osnabrück,Sa,11,857.2222222222222
Johannisstraße (Nord) Osnabrück,Sa,12,1107.111111111111
Johannisstraße (Nord) Osnabrück,Sa,13,1232.111111111111
Johannisstraße (Nord) Osnabrück,Sa,14,1337.7777777777778
Johannisstraße (Nord) Osnabrück,Sa,15,1391.111111111111
Johannisstraße (Nord) Osnabrück,Sa,16,1375.5555555555557
Johannisstraße (Nord) Osnabrück,Sa,17,1295
Johannisstraße (Nord) Osnabrück,Sa,18,1107.4444444444443
Johannisstraße (Nord) Osnabrück,Sa,19,783.4444444444445
Johannisstraße (Nord) Osnabrück,Sa,20,608.3333333333334
Johannisstraße (Nord) Osnabrück,Sa,21,475.44444444444446
Johannisstraße (Nord) Osnabrück,Sa,22,413.6666666666667
Johannisstraße (Nord) Osnabrück,Sa,23,407.1111111111111
Jungfernstieg Hamburg,So,0,130.75
Jungfernstieg Hamburg,So,1,66.5
Jungfernstieg Hamburg,So,2,34
Jungfernstieg Hamburg,So,3,18.625
Jungfernstieg Hamburg,So,4,19.125
Jungfernstieg Hamburg,So,5,19.5
Jungfernstieg Hamburg,So,6,26.125
Jungfernstieg Hamburg,So,7,27
Jungfernstieg Hamburg,So,8,57.25
Jungfernstieg Hamburg,So,9,144.25
Jungfernstieg Hamburg,So,10,294.625
Jungfernstieg Hamburg,So,11,456.75
Jungfernstieg Hamburg,So,12,746.375
Jungfernstieg Hamburg,So,13,1021.625
Jungfernstieg Hamburg,So,14,1284.75
Jungfernstieg Hamburg,So,15,1348.375
Jungfernstieg Hamburg,So,16,1258.875
Jungfernstieg Hamburg,So,17,1095.375
Jungfernstieg Hamburg,So,18,566.375
Jungfernstieg Hamburg,So,19,297.625
Jungfernstieg Hamburg,So,20,175.375
Jungfernstieg Hamburg,So,21,119.25
Jungfernstieg Hamburg,So,22,80.875
Jungfernstieg Hamburg,So,23,34.5
Jungfernstieg Hamburg,Mo,0,24.75
Jungfernstieg Hamburg,Mo,1,23
Jungfernstieg Hamburg,Mo,2,13.625
