,bus_score,date,gmap_score,hystreet_score,index,nationalExpress_score,national_score,regional_score,suburban_score,zug_score
0,,2020-03-20,,0.6846260505390644,01001,,1.0,1.0,,1.0
1,,2020-03-20,,,01002,0.7777777777777778,,0.9944598337950139,,0.9891891891891892
2,,2020-03-20,,0.5136912867049984,01003,,,,,
3,,2020-03-20,,,01051,,0.0,0.8512396694214877,,0.8110236220472441
4,,2020-03-20,,,01053,0.9285714285714286,1.0,1.0,0.984375,0.9928571428571429
5,,2020-03-20,,,01054,,0.0,1.0,,0.9622641509433962
6,,2020-03-20,,,01056,,,0.9875583203732504,0.9921171171171171,0.9902024820378837
7,,2020-03-20,,,01057,,,1.0,,1.0
8,,2020-03-20,,,01062,,,0.9859484777517564,0.9923664122137404,0.988388969521045
9,,2020-03-20,,0.33985578011948336,02000,0.912621359223301,0.8148148148148149,0.965546218487395,0.9974074827165514,0.994089555061705
10,,2020-03-20,,0.0,03101,1.0,1.0,0.983739837398374,,0.9873015873015873
11,,2020-03-20,,,03151,,,1.0,,1.0
12,,2020-03-20,,0.553512280915895,03152,0.9743589743589743,0.9,0.967741935483871,,0.968
13,,2020-03-20,,,03153,,,0.9782608695652174,,0.9782608695652174
14,,2020-03-20,,,03154,,1.0,1.0,,1.0
15,,2020-03-20,,,03155,1.0,,0.8622222222222222,,0.8634361233480177
16,,2020-03-20,,,03156,,,0.9870967741935484,,0.9870967741935484
17,,2020-03-20,,0.4310409081945786,03241,0.9708029197080292,0.9342105263157895,0.9818181818181818,0.9015729265967588,0.9158138636802472
18,,2020-03-20,,,03252,,,1.0,0.9458333333333333,0.9576547231270358
19,,2020-03-20,,0.0,03254,1.0,,1.0,1.0,1.0
20,,2020-03-20,,,03257,,,1.0,0.8739130434782609,0.9280397022332506
21,,2020-03-20,,1.003067809161113,03351,0.9,0.8571428571428572,1.0,0.5277777777777777,0.803921568627451
22,,2020-03-20,,,03353,,,0.9883720930232558,0.9877300613496932,0.9882179675994109
23,,2020-03-20,,,03358,,,1.0,,1.0
24,,2020-03-20,,,03359,,,0.9855072463768116,0.9974811083123426,0.994392523364486
25,,2020-03-20,,,03360,0.92,0.9,0.9903846153846154,,0.9794238683127572
26,,2020-03-20,,,03401,1.0,0.9473684210526316,1.0,1.0,0.9946236559139785
27,,2020-03-20,,0.5581106273711978,03403,,,,,
28,,2020-03-20,,0.5493004602788215,03404,,,,,
29,,2020-03-20,,,03457,,1.0,1.0,,1.0
30,,2020-03-20,,0.728130327062875,04011,0.88,0.8666666666666667,0.9810606060606061,0.9974853310980721,0.9888670595939751
